DAY,MONTH,YEAR,CATEGORY_NAME,BRAND_NAME,OFFER_ID,OFFER_NAME,VISIBILITY_INDEX,SHOWS,SHOWS_WITH_PROMOTION,SHOWS_SHARE,CLICKS,CLICKS_WITH_PROMOTION,TO_CART_CONVERSION,TO_CART,TO_CART_WITH_PROMOTION,TO_CART_SHARE,ORDER_ITEMS,ORDER_ITEMS_WITH_PROMOTION,ORDER_ITEMS_TOTAL_AMOUNT,ORDER_ITEMS_TOTAL_AMOUNT_WITH_PROMOTION,TO_ORDER_CONVERSION,ORDER_ITEMS_SHARE,ORDER_ITEMS_DELIVERED_COUNT,ORDER_ITEMS_DELIVERED_COUNT_WITH_PROMOTION,ORDER_ITEMS_DELIVERED_TOTAL_AMOUNT,ORDER_ITEMS_DELIVERED_TOTAL_AMOUNT_WITH_PROMOTION,ORDER_ITEMS_DELIVERED_FROM_ORDERED_COUNT,ORDER_ITEMS_DELIVERED_FROM_ORDERED_TOTAL_AMOUNT,ORDER_ITEMS_DELIVERED_FROM_ORDERED_TOTAL_AMOUNT_WITH_PROMOTION,ORDER_ITEMS_CANCELED_COUNT,ORDER_ITEMS_CANCELED_BY_CREATED_AT_COUNT,ORDER_ITEMS_RETURNED_COUNT,ORDER_ITEMS_RETURNED_BY_CREATED_AT_COUNT
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Бумага для рисования,BRAUBERG,114491,,22,158,0,56.96,4,0,0.63,1,0,100,2,0,808,0,100,100,0,0,0,0,2,808,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Бумага для рисования,BRAUBERG,114492,,16,141,0,63.12,4,0,1.42,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114528,,29,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114529,,До 5,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114530,,До 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114531,,До 5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114532,,65,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114533,,До 5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114535,,До 5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114537,,17,23,0,69.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114540,,До 5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114541,,До 5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114542,,До 5,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Оборудование · Оборудование для магазинов · Расходные материалы,TANEX,114547,,До 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114553,,До 5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114555,,До 5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114556,,До 5,20,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114557,"Ежедневник-планер (планинг) / записная книжка / блокнот недатированный с резинкой А5 (145х203 мм) Brauberg твердый переплет, 128 листов, Градиент,",До 5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114558,,До 5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114561,,10,40,2,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114562,,До 5,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114563,,До 5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114564,,9,86,53,52.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114565,,До 5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114566,,До 5,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114567,,До 5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114568,,До 5,31,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114569,"Ежедневник-планер (планинг) / записная книжка / блокнот недатированный с резинкой, Формат А6 (109х148 мм) Brauberg твердый переплет, 128 листов,Мрамор",До 5,34,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114570,,До 5,15,7,0,2,0,6.67,1,1,0,1,1,265,265,100,0,0,0,0,0,0,0,0,0,1,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114571,,До 5,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114572,,9,42,1,57.14,2,0,2.38,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Ежедневники",BRAUBERG,114573,"Ежедневник-планер (планинг) / записная книжка / блокнот недатированный с резинкой,Формат А6 (109х148 мм) Brauberg твердый переплет 128 листов, Офисный",До 5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Еженедельники",BRAUBERG,114574,,До 5,100,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Еженедельники",BRAUBERG,114575,,До 5,28,3,0,1,0,3.57,1,0,0,1,0,252,0,100,0,0,0,0,0,1,252,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Еженедельники",BRAUBERG,114576,,От 95,24,4,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,"Детские товары · Товары для школы · Тетради, блокноты, дневники · Ежедневники · Еженедельники",BRAUBERG,114577,,До 5,45,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114578,,До 5,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114579,,До 5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114580,"Блокнот-Скетчбук с белыми страницами для рисования эскизов 80 г/м2, 145х203 мм, 80 листов, резинка, твердый, Brauberg Art Classic Тигр, 114580",До 5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114581,,40,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114582,"Блокнот-Скетчбук с белыми страницами для рисования эскизов 80 г/м2, 195х195 мм, 80 листов, резинка, твердый, Brauberg Art Classic Лев, 114582",До 5,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114584,,До 5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114585,,До 5,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114586,,До 5,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114587,,До 5,20,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114589,,18,140,124,82.86,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114590,,До 5,32,8,0,2,0,3.12,1,0,0,1,0,340,0,100,0,0,0,0,0,1,340,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114592,,До 5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,114593,,До 5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Товары для красоты · Средства и предметы гигиены · Бумажные салфетки,Laima,114724,,36,358,0,55.59,10,0,1.68,6,0,83.33,1,0,350,0,16.67,100,4,0,1400,0,1,350,0,0,0,0,0
10-10-2025,10-2025,2025,Товары для красоты · Средства и предметы гигиены · Бумажные салфетки,Laima,114725,,До 5,79,38,45.57,4,1,3.8,3,3,100,1,1,381,381,33.33,100,0,0,0,0,1,381,0,0,0,0,0
10-10-2025,10-2025,2025,Товары для красоты · Средства и предметы гигиены · Бумажные салфетки,Laima,114726,,До 5,65,0,27.69,1,0,0,0,0,0,0,0,0,0,0,0,1,0,445,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Товары для красоты · Средства и предметы гигиены · Бумажные салфетки,Laima,114727,,11,60,34,46.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Товары для красоты · Средства и предметы гигиены · Бумажные салфетки,Laima,114728,,33,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Товары для красоты · Средства и предметы гигиены · Бумажные салфетки,Laima,114729,,До 5,60,0,28.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,464,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Товары для красоты · Средства и предметы гигиены · Туалетная бумага и полотенца · Бумажные полотенца,Laima,114742,,До 5,230,0,0,2,0,0.87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Товары для красоты · Средства и предметы гигиены · Туалетная бумага и полотенца · Бумажные полотенца,Любаша,114743,,До 5,290,0,0.34,12,0,2.07,6,0,0,1,0,734,0,16.67,0,0,0,0,0,1,734,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115061,,До 5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115062,,31,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115065,"Блокнот-Скетчбук для рисования эскизов, крафт-бумага 80 г/м2, 145х205 мм, 60 листов, гребень, твердая обложка, Brauberg Art Debut, 115065",63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115066,"Скетчбук, 4 вида бумаги (акварельная,белая,черная,крафт) 145х205мм, 60л, гребень, BRAUBERG ART DEBUT, 115066",10,209,144,73.21,7,5,0.48,1,1,100,0,0,0,0,0,0,1,1,306,306,0,0,306,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115067,,18,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115072,,До 5,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115073,,До 5,73,3,10.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115074,,До 5,44,37,68.18,2,1,2.27,1,1,100,0,0,0,0,0,0,1,1,324,324,0,0,324,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115075,"Скетчбук с белыми страницами 160г/м2, 210х297 мм, 40 листов, гребень, твёрдая обложка Черная, Brauberg, 115075",До 5,39,31,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115076,,До 5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115077,,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115078,,До 5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115079,,До 5,35,0,48.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115080,,До 5,1605,0,1.43,22,0,0.12,2,0,0,2,0,1004,0,100,0,1,0,520,0,2,1004,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115081,,До 5,95,68,60,4,3,2.11,2,2,100,1,1,330,330,50,100,0,0,0,0,1,330,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Бумага цветная,BRAUBERG,115086,,До 5,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Набор картона и цветной бумаги,BRAUBERG,115088,,16,182,108,74.73,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Бумага цветная,BRAUBERG,115089,,26,254,188,69.69,9,7,1.97,5,5,100,1,1,433,433,20,100,2,2,866,866,1,433,866,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Картон,BRAUBERG,115090,,52,16,0,6.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Набор картона и цветной бумаги,BRAUBERG,115091,,До 5,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115096,,До 5,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115097,,До 5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115098,,До 5,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115099,,До 5,17,8,0,0,0,5.88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115100,,До 5,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115101,,До 5,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115102,,До 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115104,,11,71,66,91.55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115105,,До 5,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115107,,До 5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115108,"Скетчбук для графики и маркеров, Бристоль 200 г/м2, 148х210 мм, 30 листов, Гребень, BRAUBERG ART PREMIERE, 115108",До 5,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115109,,До 5,16,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Скетчбуки,BRAUBERG,115110,,До 5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Бумага для рисования,BRAUBERG,115155,,19,115,75,69.57,7,1,3.48,4,4,100,3,3,1005,1005,75,100,1,1,313,313,3,1005,313,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Рисование · Альбомы для рисования · Бумага для рисования,BRAUBERG,115156,,12,222,21,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Картон,BRAUBERG,115157,,До 5,43,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Картон,BRAUBERG,115158,,До 5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Картон,BRAUBERG,115159,,До 5,20,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Картон,BRAUBERG,115160,,25,96,0,51.04,1,0,1.04,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Картон,BRAUBERG,115161,,19,139,0,35.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Бумага цветная,BRAUBERG,115162,,72,54,0,38.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Бумага цветная,BRAUBERG,115163,,10,93,0,38.71,1,0,0,0,0,0,0,0,0,0,0,0,1,0,221,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Картон,BRAUBERG,115164,,До 5,61,48,24.59,0,0,1.64,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Набор картона и цветной бумаги,Юнландия,115165,,13,30,0,36.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Картон,BRAUBERG,115166,,До 5,19,0,0,1,0,5.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Картон,BRAUBERG,115167,,До 5,79,21,29.11,3,0,1.27,1,0,100,1,0,273,0,100,100,1,0,273,0,1,273,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Бумага цветная,BRAUBERG,115169,,58,52,0,42.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-10-2025,10-2025,2025,Детские товары · Хобби и творчество · Поделки · Цветная бумага и картон · Бумага цветная,BRAUBERG,115170,,14,34,0,35.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
